algoritmo	kitdecaptura	preprocesado	muestra	gold_standard	Precision	Recall	Fscore	QueryTpCount	QueryFpCount	QueryTotalCount	TruthTpCount	TruthFnCount	TruthTotalCount	svtype
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.1728395061728395	0.06324110671936758	0.09260024803637867	14	67	81	16	237	253	Deletion
manta	IDT-V2	bowtie2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	33	33	0	14	14	Duplication
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.32098765432098764	0.024158125915080528	0.04493440519521328	26	55	81	33	1333	1366	Deletion
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 3	general	0.038461538461538464	0.00234192037470726	0.004415011037527593	1	25	26	1	426	427	Duplication
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.16049382716049382	0.06324110671936758	0.09073064340239911	13	68	81	16	237	253	Deletion
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 3	pass	0.038461538461538464	0.07142857142857142	0.05	1	25	26	1	13	14	Duplication
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.2698412698412698	0.032210834553440704	0.05755174270985613	34	92	126	44	1322	1366	Deletion
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 4	general	0.0	0.0	NaN	0	47	47	0	427	427	Duplication
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.11904761904761904	0.06719367588932806	0.08590197069226882	15	111	126	17	236	253	Deletion
manta	IDT-V2	minimap2-samtools-gatk4	Réplica 4	pass	0.0	0.0	NaN	0	47	47	0	14	14	Duplication
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.5853658536585366	0.027567195037904894	0.05265467310223782	24	17	41	40	1411	1451	Deletion
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 1	general	0.0	0.0	NaN	0	10	10	0	465	465	Duplication
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.4146341463414634	0.09602649006622517	0.1559386367230745	17	24	41	29	273	302	Deletion
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 1	pass	0.0	0.0	NaN	0	10	10	0	16	16	Duplication
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.72	0.018607856650585803	0.03627813234800134	18	7	25	27	1424	1451	Deletion
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 2	general	0.0	0.0	NaN	0	7	7	0	465	465	Duplication
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.52	0.059602649006622516	0.10694698354661791	13	12	25	18	284	302	Deletion
manta	IDT-V1	bowtie2-picard-gatk3	Réplica 2	pass	0.0	0.0	NaN	0	7	7	0	16	16	Duplication
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.7307692307692307	0.019297036526533425	0.037601159133477044	19	7	26	28	1423	1451	Deletion
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	8	8	0	465	465	Duplication
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.5384615384615384	0.06291390728476821	0.11266412537060568	14	12	26	19	283	302	Deletion
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	8	8	0	16	16	Duplication
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.5952380952380952	0.028945554789800137	0.055206498593548724	25	17	42	42	1409	1451	Deletion
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	9	9	0	465	465	Duplication
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.40476190476190477	0.09602649006622517	0.15522670025188917	17	25	42	29	273	302	Deletion
manta	IDT-V1	bowtie2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	9	9	0	16	16	Duplication
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.6	0.030323914541695383	0.057730155259129674	36	24	60	44	1407	1451	Deletion
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 2	general	0.0	0.0	NaN	0	9	9	0	465	465	Duplication
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.3333333333333333	0.0728476821192053	0.11956521739130435	20	40	60	22	280	302	Deletion
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 2	pass	0.0	0.0	NaN	0	9	9	0	16	16	Duplication
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.5714285714285714	0.043418332184700204	0.08070456365092074	40	30	70	63	1388	1451	Deletion
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 1	general	0.0	0.0	NaN	0	14	14	0	465	465	Duplication
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.3	0.10264900662251655	0.15296052631578946	21	49	70	31	271	302	Deletion
manta	IDT-V1	minimap2-samtools-gatk4	Réplica 1	pass	0.0	0.0	NaN	0	14	14	0	16	16	Duplication
manta	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.6428571428571429	0.007386363636363636	0.01460491823742354	9	5	14	13	1747	1760	Deletion
manta	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	general	0.0	0.0	NaN	0	9	9	0	527	527	Duplication
manta	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.2857142857142857	0.0189873417721519	0.03560830860534125	4	10	14	6	310	316	Deletion
manta	ROCHE-V1	bowtie2-picard-gatk3	Réplica 5	pass	0.0	0.0	NaN	0	9	9	0	15	15	Duplication
manta	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.5833333333333334	0.00625	0.01236749116607774	7	5	12	11	1749	1760	Deletion
manta	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	8	8	0	527	527	Duplication
manta	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.3333333333333333	0.0189873417721519	0.035928143712574856	4	8	12	6	310	316	Deletion
manta	ROCHE-V1	bowtie2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	8	8	0	15	15	Duplication
manta	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.49019607843137253	0.016477272727272726	0.03188284702829877	25	26	51	29	1731	1760	Deletion
manta	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	general	0.0	0.0	NaN	0	15	15	0	527	527	Duplication
manta	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.27450980392156865	0.04746835443037975	0.08094045095394102	14	37	51	15	301	316	Deletion
manta	ROCHE-V1	minimap2-samtools-gatk4	Réplica 5	pass	0.0	0.0	NaN	0	15	15	0	15	15	Duplication
